,date,HH,hab,district,location,device_type,variable,mean_of_medians,qa_flag,da_flag
151263,2023-04-03,03040D,PLN,NP,Outdoor,Atmos,rh,67.36388888888888,0.0,1.0
151264,2023-04-03,03040D,PLN,NP,Outdoor,Atmos,temp,33.00277777777778,0.0,1.0
151268,2023-04-03,03046D,PLN,NP,Outdoor,Atmos,pm2.5,4.770833333333333,2.0,4.0
151274,2023-04-03,03048D,PLN,NP,Outdoor,Atmos,pm2.5,19.895833333333332,0.0,0.0
151276,2023-04-03,03048D,PLN,NP,Outdoor,Atmos,rh,75.09166666666667,0.0,0.0
151277,2023-04-03,03048D,PLN,NP,Outdoor,Atmos,temp,32.452083333333334,0.0,0.0
151282,2023-04-03,03062D,PLN,NP,Outdoor,Atmos,pm2.5,18.7,0.0,1.0
151284,2023-04-03,03062D,PLN,NP,Outdoor,Atmos,temp,31.802500000000002,0.0,1.0
151288,2023-04-03,03075D,PLN,NP,Outdoor,Atmos,rh,41.933928571428574,0.0,3.0
151289,2023-04-03,03075D,PLN,NP,Outdoor,Atmos,temp,41.051785714285714,2.0,4.0
151294,2023-04-03,03078D,PLN,NP,Outdoor,Atmos,pm2.5,9.229166666666666,0.0,2.0
151296,2023-04-03,03078D,PLN,NP,Outdoor,Atmos,temp,31.26166666666667,0.0,2.0
151301,2023-04-03,04012D,NNG,NP,Outdoor,Atmos,pm2.5,22.375,0.0,0.0
151303,2023-04-03,04012D,NNG,NP,Outdoor,Atmos,rh,78.43958333333335,0.0,0.0
151304,2023-04-03,04012D,NNG,NP,Outdoor,Atmos,temp,31.168750000000003,0.0,0.0
151309,2023-04-03,04015D,NNG,NP,Outdoor,Atmos,pm2.5,14.65,0.0,1.0
151311,2023-04-03,04015D,NNG,NP,Outdoor,Atmos,rh,81.215,0.0,1.0
151312,2023-04-03,04015D,NNG,NP,Outdoor,Atmos,temp,31.25,0.0,1.0
151317,2023-04-03,04026D,NNG,NP,Outdoor,Atmos,pm2.5,19.0625,0.0,0.0
151319,2023-04-03,04026D,NNG,NP,Outdoor,Atmos,rh,75.08958333333334,0.0,0.0
151320,2023-04-03,04026D,NNG,NP,Outdoor,Atmos,temp,32.05625,0.0,0.0
151325,2023-04-03,04043D,NNG,NP,Outdoor,Atmos,pm2.5,11.708333333333334,0.0,0.0
151327,2023-04-03,04043D,NNG,NP,Outdoor,Atmos,rh,81.33125,2.0,0.0
151328,2023-04-03,04043D,NNG,NP,Outdoor,Atmos,temp,30.58541666666667,0.0,0.0
151331,2023-04-03,04051D,NNG,NP,Outdoor,Atmos,rh,72.57291666666667,0.0,0.0
151332,2023-04-03,04051D,NNG,NP,Outdoor,Atmos,temp,31.920833333333334,0.0,0.0
151337,2023-04-03,04056D,NNG,NP,Outdoor,Atmos,pm2.5,14.25,0.0,0.0
151339,2023-04-03,04056D,NNG,NP,Outdoor,Atmos,rh,76.979375,0.0,0.0
151340,2023-04-03,04056D,NNG,NP,Outdoor,Atmos,temp,31.661875,0.0,0.0
151345,2023-04-03,04070D,NNG,NP,Outdoor,Atmos,pm2.5,15.645833333333334,0.0,0.0
151347,2023-04-03,04070D,NNG,NP,Outdoor,Atmos,rh,74.65208333333334,0.0,0.0
151348,2023-04-03,04070D,NNG,NP,Outdoor,Atmos,temp,31.818750000000005,0.0,0.0
151351,2023-04-03,05003D,KLK,NP,Outdoor,Atmos,rh,75.57291666666667,2.0,2.0
151352,2023-04-03,05003D,KLK,NP,Outdoor,Atmos,temp,31.004166666666666,0.0,0.0
151357,2023-04-03,05005D,KLK,NP,Outdoor,Atmos,pm2.5,21.979166666666668,0.0,0.0
151359,2023-04-03,05005D,KLK,NP,Outdoor,Atmos,rh,62.206250000000004,0.0,0.0
151360,2023-04-03,05005D,KLK,NP,Outdoor,Atmos,temp,33.9125,0.0,0.0
151363,2023-04-03,05011D,KLK,NP,Outdoor,Atmos,temp,30.724999999999998,0.0,0.0
151368,2023-04-03,05019D,KLK,NP,Outdoor,Atmos,pm2.5,7.666666666666667,0.0,0.0
151370,2023-04-03,05019D,KLK,NP,Outdoor,Atmos,rh,75.4625,0.0,0.0
151371,2023-04-03,05019D,KLK,NP,Outdoor,Atmos,temp,31.07916666666667,0.0,0.0
151376,2023-04-03,05024D,KLK,NP,Outdoor,Atmos,pm2.5,24.395833333333332,0.0,0.0
151378,2023-04-03,05024D,KLK,NP,Outdoor,Atmos,rh,82.55625,2.0,1.0
151379,2023-04-03,05024D,KLK,NP,Outdoor,Atmos,temp,30.39166666666667,0.0,0.0
151382,2023-04-03,05041D,KLK,NP,Outdoor,Atmos,rh,79.18750000000001,1.0,1.0
151383,2023-04-03,05041D,KLK,NP,Outdoor,Atmos,temp,31.0,0.0,0.0
151387,2023-04-03,05043D,KLK,NP,Outdoor,Atmos,pm2.5,5.5,1.0,0.0
151389,2023-04-03,05043D,KLK,NP,Outdoor,Atmos,temp,30.950000000000003,0.0,0.0
151394,2023-04-03,05057D,KLK,NP,Outdoor,Atmos,pm2.5,15.083333333333334,0.0,0.0
151396,2023-04-03,05057D,KLK,NP,Outdoor,Atmos,temp,30.902083333333334,0.0,0.0
151429,2023-04-04,03001D,PLN,NP,Outdoor,Atmos,pm2.5,9.395833333333334,0.0,0.0
151431,2023-04-04,03001D,PLN,NP,Outdoor,Atmos,rh,73.00416666666668,0.0,0.0
151432,2023-04-04,03001D,PLN,NP,Outdoor,Atmos,temp,33.09583333333334,0.0,0.0
151439,2023-04-04,03048D,PLN,NP,Outdoor,Atmos,pm2.5,16.3125,0.0,0.0
151441,2023-04-04,03048D,PLN,NP,Outdoor,Atmos,rh,74.48958333333333,2.0,2.0
151442,2023-04-04,03048D,PLN,NP,Outdoor,Atmos,temp,32.7875,0.0,0.0
151447,2023-04-04,03062D,PLN,NP,Outdoor,Atmos,pm2.5,15.0,0.0,0.0
151449,2023-04-04,03062D,PLN,NP,Outdoor,Atmos,temp,32.36875,0.0,0.0
151453,2023-04-04,03075D,PLN,NP,Outdoor,Atmos,rh,46.97386363636363,0.0,4.0
151454,2023-04-04,03075D,PLN,NP,Outdoor,Atmos,temp,39.27272727272727,1.0,4.0
151459,2023-04-04,03078D,PLN,NP,Outdoor,Atmos,pm2.5,7.5,0.0,3.0
151461,2023-04-04,03078D,PLN,NP,Outdoor,Atmos,temp,31.485833333333336,0.0,3.0
151466,2023-04-04,04012D,NNG,NP,Outdoor,Atmos,pm2.5,15.458333333333334,0.0,0.0
151468,2023-04-04,04012D,NNG,NP,Outdoor,Atmos,rh,78.92083333333333,0.0,0.0
151469,2023-04-04,04012D,NNG,NP,Outdoor,Atmos,temp,31.325000000000003,0.0,0.0
151474,2023-04-04,04026D,NNG,NP,Outdoor,Atmos,pm2.5,15.895833333333334,0.0,0.0
151476,2023-04-04,04026D,NNG,NP,Outdoor,Atmos,rh,75.16250000000001,0.0,0.0
151477,2023-04-04,04026D,NNG,NP,Outdoor,Atmos,temp,32.25,0.0,0.0
151482,2023-04-04,04043D,NNG,NP,Outdoor,Atmos,pm2.5,9.208333333333334,0.0,0.0
151484,2023-04-04,04043D,NNG,NP,Outdoor,Atmos,rh,80.60000000000001,2.0,0.0
151485,2023-04-04,04043D,NNG,NP,Outdoor,Atmos,temp,30.666666666666668,0.0,0.0
151490,2023-04-04,04050D,NNG,NP,Outdoor,Atmos,pm2.5,14.05,0.0,4.0
151492,2023-04-04,04050D,NNG,NP,Outdoor,Atmos,temp,31.9875,0.0,4.0
151495,2023-04-04,04051D,NNG,NP,Outdoor,Atmos,rh,73.32708333333333,0.0,0.0
151496,2023-04-04,04051D,NNG,NP,Outdoor,Atmos,temp,31.941666666666666,0.0,0.0
151501,2023-04-04,04056D,NNG,NP,Outdoor,Atmos,pm2.5,12.395833333333334,0.0,0.0
151503,2023-04-04,04056D,NNG,NP,Outdoor,Atmos,rh,77.74104166666667,0.0,0.0
151504,2023-04-04,04056D,NNG,NP,Outdoor,Atmos,temp,31.815208333333334,0.0,0.0
151509,2023-04-04,04070D,NNG,NP,Outdoor,Atmos,pm2.5,12.083333333333334,0.0,0.0
151511,2023-04-04,04070D,NNG,NP,Outdoor,Atmos,rh,74.80208333333333,0.0,0.0
151512,2023-04-04,04070D,NNG,NP,Outdoor,Atmos,temp,31.96666666666667,0.0,0.0
151515,2023-04-04,05003D,KLK,NP,Outdoor,Atmos,rh,69.97083333333335,0.0,0.0
151516,2023-04-04,05003D,KLK,NP,Outdoor,Atmos,temp,32.425000000000004,0.0,0.0
151521,2023-04-04,05005D,KLK,NP,Outdoor,Atmos,pm2.5,27.708333333333332,0.0,0.0
151523,2023-04-04,05005D,KLK,NP,Outdoor,Atmos,rh,62.99791666666667,0.0,0.0
151524,2023-04-04,05005D,KLK,NP,Outdoor,Atmos,temp,34.03333333333334,0.0,0.0
151527,2023-04-04,05011D,KLK,NP,Outdoor,Atmos,temp,32.010416666666664,0.0,0.0
151532,2023-04-04,05019D,KLK,NP,Outdoor,Atmos,pm2.5,4.645833333333333,1.0,0.0
151534,2023-04-04,05019D,KLK,NP,Outdoor,Atmos,rh,70.71666666666667,0.0,0.0
151535,2023-04-04,05019D,KLK,NP,Outdoor,Atmos,temp,32.37083333333334,0.0,0.0
151540,2023-04-04,05024D,KLK,NP,Outdoor,Atmos,pm2.5,18.8125,0.0,0.0
151542,2023-04-04,05024D,KLK,NP,Outdoor,Atmos,rh,78.34166666666667,1.0,0.0
151543,2023-04-04,05024D,KLK,NP,Outdoor,Atmos,temp,31.675,0.0,0.0
151546,2023-04-04,05041D,KLK,NP,Outdoor,Atmos,rh,72.81666666666668,0.0,0.0
151547,2023-04-04,05041D,KLK,NP,Outdoor,Atmos,temp,32.854166666666664,0.0,0.0
151550,2023-04-04,05043D,KLK,NP,Outdoor,Atmos,temp,32.60208333333333,0.0,0.0
151553,2023-04-04,05053D,KLK,NP,Outdoor,Atmos,temp,33.59375,0.0,1.0
151558,2023-04-04,05057D,KLK,NP,Outdoor,Atmos,pm2.5,9.6875,0.0,0.0
151560,2023-04-04,05057D,KLK,NP,Outdoor,Atmos,temp,32.2625,0.0,0.0
151576,2023-04-05,01016D,MVL,NP,Outdoor,Atmos,pm2.5,12.0,0.0,1.0
151579,2023-04-05,01016D,MVL,NP,Outdoor,Atmos,rh,58.175,0.0,1.0
151580,2023-04-05,01016D,MVL,NP,Outdoor,Atmos,temp,41.1,0.0,1.0
151595,2023-04-05,03048D,PLN,NP,Outdoor,Atmos,pm2.5,14.354166666666666,0.0,0.0
151597,2023-04-05,03048D,PLN,NP,Outdoor,Atmos,rh,72.9375,4.0,0.0
151598,2023-04-05,03048D,PLN,NP,Outdoor,Atmos,temp,33.291666666666664,0.0,0.0
151603,2023-04-05,04012D,NNG,NP,Outdoor,Atmos,pm2.5,15.166666666666666,0.0,0.0
151605,2023-04-05,04012D,NNG,NP,Outdoor,Atmos,rh,74.45208333333333,3.0,1.0
151606,2023-04-05,04012D,NNG,NP,Outdoor,Atmos,temp,32.69166666666667,0.0,0.0
151611,2023-04-05,04043D,NNG,NP,Outdoor,Atmos,pm2.5,8.525,0.0,2.0
151613,2023-04-05,04043D,NNG,NP,Outdoor,Atmos,rh,79.86,3.0,3.0
151614,2023-04-05,04043D,NNG,NP,Outdoor,Atmos,temp,30.9075,0.0,2.0
151620,2023-04-05,04050D,NNG,NP,Outdoor,Atmos,pm2.5,12.0,0.0,3.0
151623,2023-04-05,04050D,NNG,NP,Outdoor,Atmos,rh,99.8125,4.0,4.0
151624,2023-04-05,04050D,NNG,NP,Outdoor,Atmos,temp,30.2375,0.0,3.0
151627,2023-04-05,04051D,NNG,NP,Outdoor,Atmos,rh,67.59583333333335,0.0,0.0
151628,2023-04-05,04051D,NNG,NP,Outdoor,Atmos,temp,33.5875,0.0,0.0
151633,2023-04-05,04056D,NNG,NP,Outdoor,Atmos,pm2.5,10.0625,0.0,0.0
151635,2023-04-05,04056D,NNG,NP,Outdoor,Atmos,rh,72.88833333333334,0.0,0.0
151636,2023-04-05,04056D,NNG,NP,Outdoor,Atmos,temp,33.389583333333334,0.0,0.0
151641,2023-04-05,04070D,NNG,NP,Outdoor,Atmos,pm2.5,10.5625,0.0,0.0
151643,2023-04-05,04070D,NNG,NP,Outdoor,Atmos,rh,71.85979166666668,0.0,0.0
151644,2023-04-05,04070D,NNG,NP,Outdoor,Atmos,temp,32.75208333333334,0.0,0.0
151647,2023-04-05,05003D,KLK,NP,Outdoor,Atmos,rh,63.866666666666674,0.0,0.0
151648,2023-04-05,05003D,KLK,NP,Outdoor,Atmos,temp,34.33541666666667,0.0,0.0
151653,2023-04-05,05005D,KLK,NP,Outdoor,Atmos,pm2.5,28.854166666666668,0.0,0.0
151655,2023-04-05,05005D,KLK,NP,Outdoor,Atmos,rh,62.72083333333334,0.0,0.0
151656,2023-04-05,05005D,KLK,NP,Outdoor,Atmos,temp,35.15416666666667,0.0,0.0
151659,2023-04-05,05011D,KLK,NP,Outdoor,Atmos,temp,32.604166666666664,0.0,0.0
151662,2023-04-05,05019D,KLK,NP,Outdoor,Atmos,rh,65.25625000000001,0.0,0.0
151663,2023-04-05,05019D,KLK,NP,Outdoor,Atmos,temp,34.15625,0.0,0.0
151668,2023-04-05,05022D,KLK,NP,Outdoor,Atmos,pm2.5,7.583333333333333,0.0,0.0
151670,2023-04-05,05022D,KLK,NP,Outdoor,Atmos,temp,34.041666666666664,0.0,0.0
151675,2023-04-05,05024D,KLK,NP,Outdoor,Atmos,pm2.5,16.736842105263158,0.0,2.0
151677,2023-04-05,05024D,KLK,NP,Outdoor,Atmos,rh,80.01052631578948,2.0,4.0
151678,2023-04-05,05024D,KLK,NP,Outdoor,Atmos,temp,31.22105263157895,0.0,2.0
151681,2023-04-05,05041D,KLK,NP,Outdoor,Atmos,rh,68.70833333333333,0.0,0.0
151682,2023-04-05,05041D,KLK,NP,Outdoor,Atmos,temp,34.21875,0.0,0.0
151685,2023-04-05,05043D,KLK,NP,Outdoor,Atmos,temp,33.420833333333334,0.0,0.0
151688,2023-04-05,05053D,KLK,NP,Outdoor,Atmos,temp,33.78125,0.0,1.0
151693,2023-04-05,05057D,KLK,NP,Outdoor,Atmos,pm2.5,8.041666666666666,0.0,0.0
151695,2023-04-05,05057D,KLK,NP,Outdoor,Atmos,temp,33.44375,0.0,0.0
151701,2023-04-06,01016D,MVL,NP,Outdoor,Atmos,pm2.5,10.0,0.0,1.0
151704,2023-04-06,01016D,MVL,NP,Outdoor,Atmos,rh,100.0,1.0,1.0
151705,2023-04-06,01016D,MVL,NP,Outdoor,Atmos,temp,32.25,0.0,1.0
151718,2023-04-06,03001D,PLN,NP,Outdoor,Atmos,pm2.5,10.021739130434783,0.0,1.0
151720,2023-04-06,03001D,PLN,NP,Outdoor,Atmos,rh,71.44347826086957,0.0,1.0
151721,2023-04-06,03001D,PLN,NP,Outdoor,Atmos,temp,33.85,0.0,1.0
151727,2023-04-06,03040D,PLN,NP,Outdoor,Atmos,pm2.5,13.333333333333334,0.0,0.0
151730,2023-04-06,03040D,PLN,NP,Outdoor,Atmos,rh,85.56666666666668,0.0,0.0
151731,2023-04-06,03040D,PLN,NP,Outdoor,Atmos,temp,28.566666666666666,0.0,0.0
151738,2023-04-06,03048D,PLN,NP,Outdoor,Atmos,pm2.5,13.9375,0.0,0.0
151740,2023-04-06,03048D,PLN,NP,Outdoor,Atmos,rh,73.74375,5.0,4.0
151741,2023-04-06,03048D,PLN,NP,Outdoor,Atmos,temp,33.389583333333334,0.0,0.0
151746,2023-04-06,03062D,PLN,NP,Outdoor,Atmos,pm2.5,13.956521739130435,0.0,0.0
151748,2023-04-06,03062D,PLN,NP,Outdoor,Atmos,temp,33.25217391304348,0.0,0.0
151753,2023-04-06,04012D,NNG,NP,Outdoor,Atmos,pm2.5,13.208333333333334,0.0,0.0
151755,2023-04-06,04012D,NNG,NP,Outdoor,Atmos,rh,72.525,1.0,0.0
151756,2023-04-06,04012D,NNG,NP,Outdoor,Atmos,temp,33.329166666666666,0.0,0.0
151761,2023-04-06,04026D,NNG,NP,Outdoor,Atmos,pm2.5,12.775,0.0,1.0
151763,2023-04-06,04026D,NNG,NP,Outdoor,Atmos,rh,67.22,0.0,1.0
151764,2023-04-06,04026D,NNG,NP,Outdoor,Atmos,temp,34.870000000000005,0.0,1.0
151769,2023-04-06,04043D,NNG,NP,Outdoor,Atmos,pm2.5,6.666666666666667,0.0,0.0
151771,2023-04-06,04043D,NNG,NP,Outdoor,Atmos,rh,73.91250000000001,0.0,0.0
151772,2023-04-06,04043D,NNG,NP,Outdoor,Atmos,temp,32.49583333333333,0.0,0.0
151777,2023-04-06,04050D,NNG,NP,Outdoor,Atmos,pm2.5,10.34,0.0,1.0
151779,2023-04-06,04050D,NNG,NP,Outdoor,Atmos,temp,32.872,0.0,1.0
151782,2023-04-06,04051D,NNG,NP,Outdoor,Atmos,rh,64.42708333333333,0.0,0.0
151783,2023-04-06,04051D,NNG,NP,Outdoor,Atmos,temp,34.702083333333334,0.0,0.0
151788,2023-04-06,04056D,NNG,NP,Outdoor,Atmos,pm2.5,9.291666666666666,0.0,0.0
151790,2023-04-06,04056D,NNG,NP,Outdoor,Atmos,rh,72.23125,0.0,0.0
151791,2023-04-06,04056D,NNG,NP,Outdoor,Atmos,temp,33.71458333333333,0.0,0.0
151796,2023-04-06,04070D,NNG,NP,Outdoor,Atmos,pm2.5,9.041666666666666,0.0,1.0
151798,2023-04-06,04070D,NNG,NP,Outdoor,Atmos,rh,70.58625,0.0,1.0
151799,2023-04-06,04070D,NNG,NP,Outdoor,Atmos,temp,33.18666666666667,0.0,1.0
151802,2023-04-06,05003D,KLK,NP,Outdoor,Atmos,rh,65.98333333333333,0.0,0.0
151803,2023-04-06,05003D,KLK,NP,Outdoor,Atmos,temp,33.73541666666667,0.0,0.0
151808,2023-04-06,05005D,KLK,NP,Outdoor,Atmos,pm2.5,26.479166666666668,0.0,0.0
151810,2023-04-06,05005D,KLK,NP,Outdoor,Atmos,rh,59.74791666666667,0.0,0.0
151811,2023-04-06,05005D,KLK,NP,Outdoor,Atmos,temp,35.84166666666667,0.0,0.0
151814,2023-04-06,05011D,KLK,NP,Outdoor,Atmos,temp,33.75625,0.0,0.0
151817,2023-04-06,05019D,KLK,NP,Outdoor,Atmos,rh,64.03125,0.0,0.0
151818,2023-04-06,05019D,KLK,NP,Outdoor,Atmos,temp,34.541666666666664,0.0,0.0
151823,2023-04-06,05022D,KLK,NP,Outdoor,Atmos,pm2.5,6.708333333333333,0.0,0.0
151825,2023-04-06,05022D,KLK,NP,Outdoor,Atmos,temp,35.06041666666667,0.0,0.0
151830,2023-04-06,05024D,KLK,NP,Outdoor,Atmos,pm2.5,13.104166666666666,0.0,2.0
151832,2023-04-06,05024D,KLK,NP,Outdoor,Atmos,rh,70.39166666666667,0.0,2.0
151833,2023-04-06,05024D,KLK,NP,Outdoor,Atmos,temp,33.84583333333334,0.0,2.0
151836,2023-04-06,05043D,KLK,NP,Outdoor,Atmos,temp,34.3375,0.0,0.0
151839,2023-04-06,05053D,KLK,NP,Outdoor,Atmos,temp,34.94166666666667,0.0,0.0
151844,2023-04-06,05057D,KLK,NP,Outdoor,Atmos,pm2.5,8.604166666666666,0.0,0.0
151846,2023-04-06,05057D,KLK,NP,Outdoor,Atmos,temp,33.708333333333336,0.0,0.0
151852,2023-04-07,01016D,MVL,NP,Outdoor,Atmos,pm2.5,10.75,0.0,2.0
151855,2023-04-07,01016D,MVL,NP,Outdoor,Atmos,rh,100.0,2.0,2.0
151856,2023-04-07,01016D,MVL,NP,Outdoor,Atmos,temp,32.275,0.0,2.0
151861,2023-04-07,03001D,PLN,NP,Outdoor,Atmos,pm2.5,9.352941176470589,0.0,0.0
151863,2023-04-07,03001D,PLN,NP,Outdoor,Atmos,rh,59.07058823529412,1.0,1.0
151864,2023-04-07,03001D,PLN,NP,Outdoor,Atmos,temp,36.09411764705882,0.0,0.0
151869,2023-04-07,03048D,PLN,NP,Outdoor,Atmos,pm2.5,14.3125,0.0,0.0
151871,2023-04-07,03048D,PLN,NP,Outdoor,Atmos,rh,70.62083333333334,5.0,4.0
151872,2023-04-07,03048D,PLN,NP,Outdoor,Atmos,temp,33.11041666666667,0.0,0.0
151876,2023-04-07,03075D,PLN,NP,Outdoor,Atmos,rh,55.02142857142858,0.0,1.0
151877,2023-04-07,03075D,PLN,NP,Outdoor,Atmos,temp,35.45714285714286,0.0,1.0
151882,2023-04-07,04012D,NNG,NP,Outdoor,Atmos,pm2.5,11.770833333333334,0.0,0.0
151884,2023-04-07,04012D,NNG,NP,Outdoor,Atmos,rh,68.95833333333333,0.0,0.0
151885,2023-04-07,04012D,NNG,NP,Outdoor,Atmos,temp,33.4375,0.0,0.0
151890,2023-04-07,04043D,NNG,NP,Outdoor,Atmos,pm2.5,7.5,3.0,0.0
151892,2023-04-07,04043D,NNG,NP,Outdoor,Atmos,rh,68.88541666666667,0.0,0.0
151893,2023-04-07,04043D,NNG,NP,Outdoor,Atmos,temp,32.6,0.0,0.0
151898,2023-04-07,04050D,NNG,NP,Outdoor,Atmos,pm2.5,10.354166666666666,0.0,0.0
151900,2023-04-07,04050D,NNG,NP,Outdoor,Atmos,temp,33.03958333333333,0.0,0.0
151903,2023-04-07,04051D,NNG,NP,Outdoor,Atmos,rh,60.35208333333333,0.0,0.0
151904,2023-04-07,04051D,NNG,NP,Outdoor,Atmos,temp,34.825,0.0,0.0
151909,2023-04-07,04056D,NNG,NP,Outdoor,Atmos,pm2.5,8.020833333333334,0.0,0.0
151911,2023-04-07,04056D,NNG,NP,Outdoor,Atmos,rh,67.46208333333334,0.0,0.0
151912,2023-04-07,04056D,NNG,NP,Outdoor,Atmos,temp,34.095625000000005,0.0,0.0
151917,2023-04-07,04070D,NNG,NP,Outdoor,Atmos,pm2.5,8.666666666666666,0.0,2.0
151919,2023-04-07,04070D,NNG,NP,Outdoor,Atmos,rh,67.18333333333334,0.0,2.0
151920,2023-04-07,04070D,NNG,NP,Outdoor,Atmos,temp,33.05520833333333,0.0,2.0
151925,2023-04-07,05005D,KLK,NP,Outdoor,Atmos,pm2.5,29.125,0.0,0.0
151927,2023-04-07,05005D,KLK,NP,Outdoor,Atmos,rh,60.925000000000004,0.0,0.0
151928,2023-04-07,05005D,KLK,NP,Outdoor,Atmos,temp,35.53125,0.0,0.0
151931,2023-04-07,05011D,KLK,NP,Outdoor,Atmos,temp,33.74375,0.0,0.0
151934,2023-04-07,05019D,KLK,NP,Outdoor,Atmos,rh,60.9375,0.0,0.0
151935,2023-04-07,05019D,KLK,NP,Outdoor,Atmos,temp,34.65416666666667,0.0,0.0
151940,2023-04-07,05022D,KLK,NP,Outdoor,Atmos,pm2.5,7.583333333333333,0.0,0.0
151942,2023-04-07,05022D,KLK,NP,Outdoor,Atmos,rh,67.05625,3.0,3.0
151943,2023-04-07,05022D,KLK,NP,Outdoor,Atmos,temp,34.733333333333334,0.0,0.0
151946,2023-04-07,05053D,KLK,NP,Outdoor,Atmos,temp,34.56875,0.0,0.0
151951,2023-04-07,05057D,KLK,NP,Outdoor,Atmos,pm2.5,8.416666666666666,0.0,0.0
151953,2023-04-07,05057D,KLK,NP,Outdoor,Atmos,temp,33.85208333333333,0.0,0.0
151976,2023-04-08,03001D,PLN,NP,Outdoor,Atmos,pm2.5,18.32,0.0,1.0
151978,2023-04-08,03001D,PLN,NP,Outdoor,Atmos,rh,67.066,0.0,1.0
151979,2023-04-08,03001D,PLN,NP,Outdoor,Atmos,temp,32.762,0.0,1.0
151984,2023-04-08,03048D,PLN,NP,Outdoor,Atmos,pm2.5,26.4375,0.0,0.0
151986,2023-04-08,03048D,PLN,NP,Outdoor,Atmos,rh,68.75833333333334,2.0,1.0
151987,2023-04-08,03048D,PLN,NP,Outdoor,Atmos,temp,32.23125,0.0,0.0
151992,2023-04-08,03062D,PLN,NP,Outdoor,Atmos,pm2.5,28.270833333333332,0.0,0.0
151994,2023-04-08,03062D,PLN,NP,Outdoor,Atmos,temp,32.40625,0.0,0.0
151999,2023-04-08,04012D,NNG,NP,Outdoor,Atmos,pm2.5,23.166666666666668,0.0,0.0
152001,2023-04-08,04012D,NNG,NP,Outdoor,Atmos,rh,67.38333333333334,0.0,0.0
152002,2023-04-08,04012D,NNG,NP,Outdoor,Atmos,temp,32.43541666666667,0.0,0.0
152007,2023-04-08,04026D,NNG,NP,Outdoor,Atmos,pm2.5,30.142857142857142,0.0,2.0
152009,2023-04-08,04026D,NNG,NP,Outdoor,Atmos,rh,67.61428571428571,0.0,2.0
152010,2023-04-08,04026D,NNG,NP,Outdoor,Atmos,temp,31.685714285714287,0.0,2.0
152015,2023-04-08,04043D,NNG,NP,Outdoor,Atmos,pm2.5,15.333333333333334,0.0,0.0
152017,2023-04-08,04043D,NNG,NP,Outdoor,Atmos,rh,63.68541666666667,0.0,0.0
152018,2023-04-08,04043D,NNG,NP,Outdoor,Atmos,temp,32.92291666666667,0.0,0.0
152023,2023-04-08,04050D,NNG,NP,Outdoor,Atmos,pm2.5,21.166666666666668,0.0,0.0
152025,2023-04-08,04050D,NNG,NP,Outdoor,Atmos,temp,32.84375,0.0,0.0
152028,2023-04-08,04051D,NNG,NP,Outdoor,Atmos,rh,57.63333333333333,0.0,0.0
152029,2023-04-08,04051D,NNG,NP,Outdoor,Atmos,temp,34.34375,0.0,0.0
152034,2023-04-08,04056D,NNG,NP,Outdoor,Atmos,pm2.5,18.916666666666668,0.0,5.0
152036,2023-04-08,04056D,NNG,NP,Outdoor,Atmos,rh,65.119375,0.0,5.0
152037,2023-04-08,04056D,NNG,NP,Outdoor,Atmos,temp,33.255,0.0,5.0
152042,2023-04-08,04070D,NNG,NP,Outdoor,Atmos,pm2.5,19.6875,0.0,2.0
152044,2023-04-08,04070D,NNG,NP,Outdoor,Atmos,rh,64.38645833333334,0.0,2.0
152045,2023-04-08,04070D,NNG,NP,Outdoor,Atmos,temp,32.46145833333333,0.0,2.0
152050,2023-04-08,05003D,KLK,NP,Outdoor,Atmos,pm2.5,4.75,1.0,0.0
152052,2023-04-08,05003D,KLK,NP,Outdoor,Atmos,rh,59.643750000000004,0.0,0.0
152053,2023-04-08,05003D,KLK,NP,Outdoor,Atmos,temp,33.300000000000004,0.0,0.0
152058,2023-04-08,05005D,KLK,NP,Outdoor,Atmos,pm2.5,37.229166666666664,0.0,0.0
152060,2023-04-08,05005D,KLK,NP,Outdoor,Atmos,rh,62.56041666666667,0.0,0.0
152061,2023-04-08,05005D,KLK,NP,Outdoor,Atmos,temp,34.9375,0.0,0.0
152064,2023-04-08,05011D,KLK,NP,Outdoor,Atmos,temp,33.44375,0.0,0.0
152069,2023-04-08,05019D,KLK,NP,Outdoor,Atmos,pm2.5,11.104166666666666,0.0,0.0
152071,2023-04-08,05019D,KLK,NP,Outdoor,Atmos,rh,60.125,0.0,0.0
152072,2023-04-08,05019D,KLK,NP,Outdoor,Atmos,temp,33.40625,0.0,0.0
152077,2023-04-08,05022D,KLK,NP,Outdoor,Atmos,pm2.5,17.354166666666668,0.0,0.0
152079,2023-04-08,05022D,KLK,NP,Outdoor,Atmos,rh,66.37083333333334,0.0,0.0
152080,2023-04-08,05022D,KLK,NP,Outdoor,Atmos,temp,33.3125,0.0,0.0
152085,2023-04-08,05024D,KLK,NP,Outdoor,Atmos,pm2.5,27.181818181818183,0.0,1.0
152087,2023-04-08,05024D,KLK,NP,Outdoor,Atmos,rh,67.02272727272727,0.0,1.0
152088,2023-04-08,05024D,KLK,NP,Outdoor,Atmos,temp,32.050000000000004,0.0,1.0
152093,2023-04-08,05043D,KLK,NP,Outdoor,Atmos,pm2.5,7.958333333333333,0.0,2.0
152095,2023-04-08,05043D,KLK,NP,Outdoor,Atmos,temp,32.911458333333336,0.0,2.0
