,date,HH,hab,district,location,device_type,variable,mean_of_medians,qa_flag,da_flag
150309,2023-03-30,01027D,MVL,NP,Outdoor,Atmos,pm2.5,18.145833333333332,0.0,0.0
150311,2023-03-30,01027D,MVL,NP,Outdoor,Atmos,rh,72.446875,5.0,5.0
150312,2023-03-30,01027D,MVL,NP,Outdoor,Atmos,temp,38.60208333333333,0.0,0.0
150318,2023-03-30,01035D,MVL,NP,Outdoor,Atmos,pm2.5,47.0,0.0,1.0
150321,2023-03-30,01035D,MVL,NP,Outdoor,Atmos,rh,61.46666666666667,0.0,1.0
150322,2023-03-30,01035D,MVL,NP,Outdoor,Atmos,temp,31.26666666666667,0.0,1.0
150335,2023-03-30,01042D,MVL,NP,Outdoor,Atmos,pm2.5,15.479166666666666,0.0,0.0
150337,2023-03-30,01042D,MVL,NP,Outdoor,Atmos,rh,46.793749999999996,0.0,0.0
150338,2023-03-30,01042D,MVL,NP,Outdoor,Atmos,temp,36.62708333333334,0.0,0.0
150351,2023-03-30,01049D,MVL,NP,Outdoor,Atmos,pm2.5,20.3125,0.0,0.0
150353,2023-03-30,01049D,MVL,NP,Outdoor,Atmos,rh,63.58645833333333,0.0,0.0
150354,2023-03-30,01049D,MVL,NP,Outdoor,Atmos,temp,36.08541666666667,0.0,0.0
150368,2023-03-30,01061D,MVL,NP,Outdoor,Atmos,pm2.5,42.75,0.0,1.0
150371,2023-03-30,01061D,MVL,NP,Outdoor,Atmos,rh,99.15,4.0,4.0
150372,2023-03-30,01061D,MVL,NP,Outdoor,Atmos,temp,31.525000000000002,0.0,1.0
150377,2023-03-30,03001D,PLN,NP,Outdoor,Atmos,pm2.5,16.3125,0.0,0.0
150379,2023-03-30,03001D,PLN,NP,Outdoor,Atmos,rh,69.10000000000001,0.0,0.0
150380,2023-03-30,03001D,PLN,NP,Outdoor,Atmos,temp,33.018750000000004,0.0,0.0
150385,2023-03-30,03040D,PLN,NP,Outdoor,Atmos,pm2.5,23.895833333333332,0.0,0.0
150387,2023-03-30,03040D,PLN,NP,Outdoor,Atmos,rh,65.86458333333333,2.0,1.0
150388,2023-03-30,03040D,PLN,NP,Outdoor,Atmos,temp,32.96041666666667,0.0,0.0
150393,2023-03-30,03046D,PLN,NP,Outdoor,Atmos,pm2.5,7.020833333333333,0.0,0.0
150395,2023-03-30,03046D,PLN,NP,Outdoor,Atmos,rh,70.16666666666667,2.0,1.0
150396,2023-03-30,03046D,PLN,NP,Outdoor,Atmos,temp,32.4375,0.0,0.0
150401,2023-03-30,03048D,PLN,NP,Outdoor,Atmos,pm2.5,24.125,0.0,0.0
150403,2023-03-30,03048D,PLN,NP,Outdoor,Atmos,rh,71.02708333333334,4.0,3.0
150404,2023-03-30,03048D,PLN,NP,Outdoor,Atmos,temp,32.74166666666667,0.0,0.0
150409,2023-03-30,03062D,PLN,NP,Outdoor,Atmos,pm2.5,26.225,0.0,1.0
150411,2023-03-30,03062D,PLN,NP,Outdoor,Atmos,temp,31.602500000000003,0.0,1.0
150415,2023-03-30,03075D,PLN,NP,Outdoor,Atmos,rh,42.468421052631584,0.0,5.0
150416,2023-03-30,03075D,PLN,NP,Outdoor,Atmos,temp,39.27236842105263,2.0,5.0
150421,2023-03-30,03078D,PLN,NP,Outdoor,Atmos,pm2.5,19.104166666666668,0.0,2.0
150423,2023-03-30,03078D,PLN,NP,Outdoor,Atmos,temp,31.597916666666666,0.0,2.0
150428,2023-03-30,04012D,NNG,NP,Outdoor,Atmos,pm2.5,21.229166666666668,0.0,0.0
150430,2023-03-30,04012D,NNG,NP,Outdoor,Atmos,rh,67.77291666666667,0.0,0.0
150431,2023-03-30,04012D,NNG,NP,Outdoor,Atmos,temp,32.96458333333334,0.0,0.0
150434,2023-03-30,04015D,NNG,NP,Outdoor,Atmos,rh,66.45833333333333,0.0,0.0
150435,2023-03-30,04015D,NNG,NP,Outdoor,Atmos,temp,33.108333333333334,0.0,0.0
150440,2023-03-30,04016D,NNG,NP,Outdoor,Atmos,pm2.5,20.4375,0.0,0.0
150442,2023-03-30,04016D,NNG,NP,Outdoor,Atmos,rh,64.22708333333334,0.0,0.0
150443,2023-03-30,04016D,NNG,NP,Outdoor,Atmos,temp,32.916666666666664,0.0,0.0
150448,2023-03-30,04043D,NNG,NP,Outdoor,Atmos,pm2.5,14.571428571428571,0.0,3.0
150450,2023-03-30,04043D,NNG,NP,Outdoor,Atmos,rh,69.05238095238096,2.0,4.0
150451,2023-03-30,04043D,NNG,NP,Outdoor,Atmos,temp,32.054761904761904,0.0,3.0
150454,2023-03-30,04051D,NNG,NP,Outdoor,Atmos,rh,59.62083333333334,0.0,0.0
150455,2023-03-30,04051D,NNG,NP,Outdoor,Atmos,temp,34.270833333333336,0.0,0.0
150460,2023-03-30,04056D,NNG,NP,Outdoor,Atmos,pm2.5,18.125,0.0,0.0
150462,2023-03-30,04056D,NNG,NP,Outdoor,Atmos,rh,65.675,0.0,0.0
150463,2023-03-30,04056D,NNG,NP,Outdoor,Atmos,temp,33.643750000000004,0.0,0.0
150466,2023-03-30,05003D,KLK,NP,Outdoor,Atmos,rh,60.59166666666667,0.0,0.0
150467,2023-03-30,05003D,KLK,NP,Outdoor,Atmos,temp,33.76041666666667,0.0,0.0
150472,2023-03-30,05005D,KLK,NP,Outdoor,Atmos,pm2.5,12.833333333333334,0.0,0.0
150474,2023-03-30,05005D,KLK,NP,Outdoor,Atmos,rh,74.41458333333334,0.0,0.0
150475,2023-03-30,05005D,KLK,NP,Outdoor,Atmos,temp,32.1625,0.0,0.0
150478,2023-03-30,05011D,KLK,NP,Outdoor,Atmos,temp,32.520833333333336,0.0,0.0
150483,2023-03-30,05019D,KLK,NP,Outdoor,Atmos,pm2.5,9.729166666666666,0.0,0.0
150485,2023-03-30,05019D,KLK,NP,Outdoor,Atmos,rh,61.12291666666667,0.0,0.0
150486,2023-03-30,05019D,KLK,NP,Outdoor,Atmos,temp,33.7,0.0,0.0
150491,2023-03-30,05022D,KLK,NP,Outdoor,Atmos,pm2.5,16.3,0.0,1.0
150493,2023-03-30,05022D,KLK,NP,Outdoor,Atmos,rh,68.986,3.0,2.0
150494,2023-03-30,05022D,KLK,NP,Outdoor,Atmos,temp,33.59,0.0,1.0
150499,2023-03-30,05024D,KLK,NP,Outdoor,Atmos,pm2.5,26.833333333333332,0.0,4.0
150501,2023-03-30,05024D,KLK,NP,Outdoor,Atmos,rh,67.87083333333334,0.0,4.0
150502,2023-03-30,05024D,KLK,NP,Outdoor,Atmos,temp,32.75833333333333,0.0,4.0
150507,2023-03-30,05043D,KLK,NP,Outdoor,Atmos,pm2.5,6.583333333333333,0.0,0.0
150509,2023-03-30,05043D,KLK,NP,Outdoor,Atmos,rh,72.4,4.0,3.0
150510,2023-03-30,05043D,KLK,NP,Outdoor,Atmos,temp,33.06041666666667,0.0,0.0
150515,2023-03-30,05057D,KLK,NP,Outdoor,Atmos,pm2.5,18.666666666666668,0.0,0.0
150517,2023-03-30,05057D,KLK,NP,Outdoor,Atmos,temp,33.27291666666667,0.0,0.0
150530,2023-03-31,01005D,MVL,NP,Outdoor,Atmos,pm2.5,16.22222222222222,0.0,1.0
150532,2023-03-31,01005D,MVL,NP,Outdoor,Atmos,rh,47.19444444444444,0.0,1.0
150533,2023-03-31,01005D,MVL,NP,Outdoor,Atmos,temp,36.37916666666667,0.0,1.0
150546,2023-03-31,01010D,MVL,NP,Outdoor,Atmos,pm2.5,11.28125,0.0,4.0
150548,2023-03-31,01010D,MVL,NP,Outdoor,Atmos,temp,35.760937500000004,0.0,4.0
150560,2023-03-31,01016D,MVL,NP,Outdoor,Atmos,pm2.5,21.59375,0.0,0.0
150562,2023-03-31,01016D,MVL,NP,Outdoor,Atmos,temp,37.72291666666667,0.0,0.0
150575,2023-03-31,01027D,MVL,NP,Outdoor,Atmos,pm2.5,23.9375,0.0,1.0
150577,2023-03-31,01027D,MVL,NP,Outdoor,Atmos,temp,33.0,0.0,1.0
150582,2023-03-31,01035D,MVL,NP,Outdoor,Atmos,pm2.5,28.857142857142858,0.0,2.0
150584,2023-03-31,01035D,MVL,NP,Outdoor,Atmos,rh,41.57857142857143,0.0,2.0
150585,2023-03-31,01035D,MVL,NP,Outdoor,Atmos,temp,39.15714285714286,0.0,2.0
150598,2023-03-31,01042D,MVL,NP,Outdoor,Atmos,pm2.5,16.65625,0.0,0.0
150600,2023-03-31,01042D,MVL,NP,Outdoor,Atmos,rh,46.9609375,0.0,0.0
150601,2023-03-31,01042D,MVL,NP,Outdoor,Atmos,temp,37.078125,0.0,0.0
150614,2023-03-31,01049D,MVL,NP,Outdoor,Atmos,pm2.5,14.5,0.0,0.0
150616,2023-03-31,01049D,MVL,NP,Outdoor,Atmos,rh,65.85416666666667,0.0,0.0
150617,2023-03-31,01049D,MVL,NP,Outdoor,Atmos,temp,35.95,0.0,0.0
150630,2023-03-31,01061D,MVL,NP,Outdoor,Atmos,pm2.5,21.428571428571427,0.0,2.0
150632,2023-03-31,01061D,MVL,NP,Outdoor,Atmos,rh,58.18571428571429,2.0,3.0
150633,2023-03-31,01061D,MVL,NP,Outdoor,Atmos,temp,40.63214285714286,0.0,2.0
150638,2023-03-31,03001D,PLN,NP,Outdoor,Atmos,pm2.5,17.833333333333332,0.0,0.0
150640,2023-03-31,03001D,PLN,NP,Outdoor,Atmos,rh,70.79583333333333,0.0,0.0
150641,2023-03-31,03001D,PLN,NP,Outdoor,Atmos,temp,33.05833333333333,0.0,0.0
150646,2023-03-31,03040D,PLN,NP,Outdoor,Atmos,pm2.5,25.729166666666668,0.0,0.0
150648,2023-03-31,03040D,PLN,NP,Outdoor,Atmos,rh,67.02916666666667,1.0,0.0
150649,2023-03-31,03040D,PLN,NP,Outdoor,Atmos,temp,32.90833333333334,0.0,0.0
150654,2023-03-31,03048D,PLN,NP,Outdoor,Atmos,pm2.5,26.854166666666668,0.0,0.0
150656,2023-03-31,03048D,PLN,NP,Outdoor,Atmos,rh,71.49791666666667,3.0,2.0
150657,2023-03-31,03048D,PLN,NP,Outdoor,Atmos,temp,33.077083333333334,0.0,0.0
150662,2023-03-31,03059D,PLN,NP,Outdoor,Atmos,pm2.5,18.666666666666668,0.0,2.0
150664,2023-03-31,03059D,PLN,NP,Outdoor,Atmos,rh,45.975,0.0,2.0
150665,2023-03-31,03059D,PLN,NP,Outdoor,Atmos,temp,40.85,0.0,2.0
150670,2023-03-31,03062D,PLN,NP,Outdoor,Atmos,pm2.5,27.479166666666668,0.0,0.0
150672,2023-03-31,03062D,PLN,NP,Outdoor,Atmos,temp,32.65,0.0,0.0
150677,2023-03-31,03074D,PLN,NP,Outdoor,Atmos,pm2.5,23.416666666666668,0.0,1.0
150679,2023-03-31,03074D,PLN,NP,Outdoor,Atmos,rh,78.24166666666667,4.0,5.0
150680,2023-03-31,03074D,PLN,NP,Outdoor,Atmos,temp,35.0125,0.0,1.0
150684,2023-03-31,03075D,PLN,NP,Outdoor,Atmos,pm2.5,3.022727272727273,5.0,5.0
150686,2023-03-31,03075D,PLN,NP,Outdoor,Atmos,rh,43.64772727272727,0.0,5.0
150691,2023-03-31,03078D,PLN,NP,Outdoor,Atmos,pm2.5,21.083333333333332,0.0,4.0
150693,2023-03-31,03078D,PLN,NP,Outdoor,Atmos,temp,31.56041666666667,0.0,4.0
150698,2023-03-31,04012D,NNG,NP,Outdoor,Atmos,pm2.5,22.5625,0.0,0.0
150700,2023-03-31,04012D,NNG,NP,Outdoor,Atmos,rh,68.78125,0.0,0.0
150701,2023-03-31,04012D,NNG,NP,Outdoor,Atmos,temp,33.10208333333333,0.0,0.0
150706,2023-03-31,04015D,NNG,NP,Outdoor,Atmos,pm2.5,6.791666666666667,0.0,0.0
150708,2023-03-31,04015D,NNG,NP,Outdoor,Atmos,rh,68.18750000000001,0.0,0.0
150709,2023-03-31,04015D,NNG,NP,Outdoor,Atmos,temp,33.17916666666667,0.0,0.0
150714,2023-03-31,04016D,NNG,NP,Outdoor,Atmos,pm2.5,24.1875,0.0,2.0
150716,2023-03-31,04016D,NNG,NP,Outdoor,Atmos,rh,64.84583333333335,0.0,2.0
150717,2023-03-31,04016D,NNG,NP,Outdoor,Atmos,temp,33.208333333333336,0.0,2.0
150722,2023-03-31,04043D,NNG,NP,Outdoor,Atmos,pm2.5,16.375,0.0,0.0
150724,2023-03-31,04043D,NNG,NP,Outdoor,Atmos,rh,72.07708333333333,0.0,0.0
150725,2023-03-31,04043D,NNG,NP,Outdoor,Atmos,temp,31.762500000000003,0.0,0.0
150730,2023-03-31,04050D,NNG,NP,Outdoor,Atmos,pm2.5,24.666666666666668,0.0,1.0
150732,2023-03-31,04050D,NNG,NP,Outdoor,Atmos,rh,91.75833333333334,3.0,3.0
150733,2023-03-31,04050D,NNG,NP,Outdoor,Atmos,temp,30.825000000000003,0.0,1.0
150736,2023-03-31,04051D,NNG,NP,Outdoor,Atmos,rh,61.0625,0.0,0.0
150737,2023-03-31,04051D,NNG,NP,Outdoor,Atmos,temp,34.331250000000004,0.0,0.0
150742,2023-03-31,04056D,NNG,NP,Outdoor,Atmos,pm2.5,20.770833333333332,0.0,0.0
150744,2023-03-31,04056D,NNG,NP,Outdoor,Atmos,rh,66.66458333333334,0.0,0.0
150745,2023-03-31,04056D,NNG,NP,Outdoor,Atmos,temp,33.737500000000004,0.0,0.0
150750,2023-03-31,05003D,KLK,NP,Outdoor,Atmos,pm2.5,4.541666666666667,2.0,0.0
150752,2023-03-31,05003D,KLK,NP,Outdoor,Atmos,rh,63.987500000000004,1.0,0.0
150753,2023-03-31,05003D,KLK,NP,Outdoor,Atmos,temp,33.21666666666667,0.0,0.0
150756,2023-03-31,05011D,KLK,NP,Outdoor,Atmos,temp,32.89166666666667,0.0,0.0
150761,2023-03-31,05019D,KLK,NP,Outdoor,Atmos,pm2.5,11.1875,0.0,0.0
150763,2023-03-31,05019D,KLK,NP,Outdoor,Atmos,rh,63.07083333333333,0.0,0.0
150764,2023-03-31,05019D,KLK,NP,Outdoor,Atmos,temp,33.62916666666667,0.0,0.0
150769,2023-03-31,05022D,KLK,NP,Outdoor,Atmos,pm2.5,16.895833333333332,0.0,0.0
150771,2023-03-31,05022D,KLK,NP,Outdoor,Atmos,rh,70.30416666666667,2.0,2.0
150772,2023-03-31,05022D,KLK,NP,Outdoor,Atmos,temp,33.733333333333334,0.0,0.0
150777,2023-03-31,05024D,KLK,NP,Outdoor,Atmos,pm2.5,28.166666666666668,0.0,1.0
150779,2023-03-31,05024D,KLK,NP,Outdoor,Atmos,rh,69.66250000000001,0.0,1.0
150780,2023-03-31,05024D,KLK,NP,Outdoor,Atmos,temp,32.760416666666664,0.0,1.0
150785,2023-03-31,05043D,KLK,NP,Outdoor,Atmos,pm2.5,7.229166666666667,0.0,0.0
150787,2023-03-31,05043D,KLK,NP,Outdoor,Atmos,rh,74.19791666666667,5.0,4.0
150788,2023-03-31,05043D,KLK,NP,Outdoor,Atmos,temp,33.18333333333334,0.0,0.0
150793,2023-03-31,05053D,KLK,NP,Outdoor,Atmos,pm2.5,6.333333333333333,0.0,1.0
150795,2023-03-31,05053D,KLK,NP,Outdoor,Atmos,temp,33.487500000000004,0.0,1.0
150800,2023-03-31,05057D,KLK,NP,Outdoor,Atmos,pm2.5,20.541666666666668,0.0,0.0
150802,2023-03-31,05057D,KLK,NP,Outdoor,Atmos,temp,32.893750000000004,0.0,0.0
150808,2023-04-01,01010D,MVL,NP,Outdoor,Atmos,pm2.5,5.0,0.0,1.0
150811,2023-04-01,01010D,MVL,NP,Outdoor,Atmos,rh,100.0,1.0,1.0
150812,2023-04-01,01010D,MVL,NP,Outdoor,Atmos,temp,34.800000000000004,0.0,1.0
150828,2023-04-01,01016D,MVL,NP,Outdoor,Atmos,pm2.5,16.25,0.0,1.0
150831,2023-04-01,01016D,MVL,NP,Outdoor,Atmos,rh,100.0,4.0,4.0
150832,2023-04-01,01016D,MVL,NP,Outdoor,Atmos,temp,33.55,0.0,1.0
150863,2023-04-01,03001D,PLN,NP,Outdoor,Atmos,pm2.5,13.416666666666666,0.0,0.0
150865,2023-04-01,03001D,PLN,NP,Outdoor,Atmos,rh,71.95416666666667,0.0,0.0
150866,2023-04-01,03001D,PLN,NP,Outdoor,Atmos,temp,33.572916666666664,0.0,0.0
150871,2023-04-01,03040D,PLN,NP,Outdoor,Atmos,pm2.5,20.1875,0.0,0.0
150873,2023-04-01,03040D,PLN,NP,Outdoor,Atmos,rh,66.01458333333333,0.0,0.0
150874,2023-04-01,03040D,PLN,NP,Outdoor,Atmos,temp,34.21458333333334,0.0,0.0
150879,2023-04-01,03048D,PLN,NP,Outdoor,Atmos,pm2.5,20.208333333333332,0.0,0.0
150881,2023-04-01,03048D,PLN,NP,Outdoor,Atmos,rh,72.22083333333335,1.0,0.0
150882,2023-04-01,03048D,PLN,NP,Outdoor,Atmos,temp,33.6875,0.0,0.0
150887,2023-04-01,03062D,PLN,NP,Outdoor,Atmos,pm2.5,20.895833333333332,0.0,0.0
150889,2023-04-01,03062D,PLN,NP,Outdoor,Atmos,temp,32.89166666666667,0.0,0.0
150895,2023-04-01,03074D,PLN,NP,Outdoor,Atmos,pm2.5,29.0,0.0,1.0
150898,2023-04-01,03074D,PLN,NP,Outdoor,Atmos,rh,100.0,1.0,1.0
150899,2023-04-01,03074D,PLN,NP,Outdoor,Atmos,temp,29.8,0.0,1.0
150904,2023-04-01,03078D,PLN,NP,Outdoor,Atmos,pm2.5,16.333333333333332,0.0,3.0
150906,2023-04-01,03078D,PLN,NP,Outdoor,Atmos,temp,31.789583333333336,0.0,3.0
150911,2023-04-01,04012D,NNG,NP,Outdoor,Atmos,pm2.5,17.791666666666668,0.0,0.0
150913,2023-04-01,04012D,NNG,NP,Outdoor,Atmos,rh,69.25416666666668,0.0,0.0
150914,2023-04-01,04012D,NNG,NP,Outdoor,Atmos,temp,33.80833333333333,0.0,0.0
150917,2023-04-01,04015D,NNG,NP,Outdoor,Atmos,rh,69.16041666666668,0.0,1.0
150918,2023-04-01,04015D,NNG,NP,Outdoor,Atmos,temp,33.83541666666667,0.0,1.0
150924,2023-04-01,04026D,NNG,NP,Outdoor,Atmos,pm2.5,15.0,0.0,1.0
150927,2023-04-01,04026D,NNG,NP,Outdoor,Atmos,rh,80.54,0.0,1.0
150928,2023-04-01,04026D,NNG,NP,Outdoor,Atmos,temp,30.820000000000004,0.0,1.0
150933,2023-04-01,04043D,NNG,NP,Outdoor,Atmos,pm2.5,12.208333333333334,0.0,0.0
150935,2023-04-01,04043D,NNG,NP,Outdoor,Atmos,rh,76.20833333333333,0.0,0.0
150936,2023-04-01,04043D,NNG,NP,Outdoor,Atmos,temp,31.618750000000002,0.0,0.0
150942,2023-04-01,04050D,NNG,NP,Outdoor,Atmos,pm2.5,18.14,0.0,1.0
150944,2023-04-01,04050D,NNG,NP,Outdoor,Atmos,temp,33.006,0.0,1.0
150947,2023-04-01,04051D,NNG,NP,Outdoor,Atmos,rh,62.29791666666667,0.0,0.0
150948,2023-04-01,04051D,NNG,NP,Outdoor,Atmos,temp,34.78958333333333,0.0,0.0
150953,2023-04-01,04070D,NNG,NP,Outdoor,Atmos,pm2.5,12.23076923076923,0.0,1.0
150955,2023-04-01,04070D,NNG,NP,Outdoor,Atmos,rh,62.26153846153847,0.0,1.0
150956,2023-04-01,04070D,NNG,NP,Outdoor,Atmos,temp,35.6,0.0,1.0
150959,2023-04-01,05003D,KLK,NP,Outdoor,Atmos,rh,61.01666666666667,0.0,0.0
150960,2023-04-01,05003D,KLK,NP,Outdoor,Atmos,temp,34.74375,0.0,0.0
150965,2023-04-01,05005D,KLK,NP,Outdoor,Atmos,pm2.5,11.270833333333334,0.0,0.0
150967,2023-04-01,05005D,KLK,NP,Outdoor,Atmos,rh,69.02291666666667,0.0,0.0
150968,2023-04-01,05005D,KLK,NP,Outdoor,Atmos,temp,33.94375,0.0,0.0
150971,2023-04-01,05011D,KLK,NP,Outdoor,Atmos,temp,32.99375,0.0,0.0
150976,2023-04-01,05019D,KLK,NP,Outdoor,Atmos,pm2.5,7.333333333333333,0.0,0.0
150978,2023-04-01,05019D,KLK,NP,Outdoor,Atmos,rh,61.291666666666664,0.0,0.0
150979,2023-04-01,05019D,KLK,NP,Outdoor,Atmos,temp,34.78125,0.0,0.0
150984,2023-04-01,05024D,KLK,NP,Outdoor,Atmos,pm2.5,23.1875,0.0,0.0
150986,2023-04-01,05024D,KLK,NP,Outdoor,Atmos,rh,65.54166666666667,0.0,0.0
150987,2023-04-01,05024D,KLK,NP,Outdoor,Atmos,temp,34.71041666666667,0.0,0.0
150990,2023-04-01,05041D,KLK,NP,Outdoor,Atmos,rh,69.3125,0.0,1.0
150991,2023-04-01,05041D,KLK,NP,Outdoor,Atmos,temp,32.962500000000006,0.0,1.0
150994,2023-04-01,05043D,KLK,NP,Outdoor,Atmos,rh,73.3625,4.0,3.0
150995,2023-04-01,05043D,KLK,NP,Outdoor,Atmos,temp,33.893750000000004,0.0,0.0
150998,2023-04-01,05053D,KLK,NP,Outdoor,Atmos,temp,34.03125,0.0,0.0
151003,2023-04-01,05057D,KLK,NP,Outdoor,Atmos,pm2.5,15.208333333333334,0.0,0.0
151005,2023-04-01,05057D,KLK,NP,Outdoor,Atmos,temp,33.92916666666667,0.0,0.0
151011,2023-04-02,01010D,MVL,NP,Outdoor,Atmos,pm2.5,10.4,0.0,5.0
151014,2023-04-02,01010D,MVL,NP,Outdoor,Atmos,rh,77.9,2.0,5.0
151015,2023-04-02,01010D,MVL,NP,Outdoor,Atmos,temp,35.74,0.0,5.0
151031,2023-04-02,01016D,MVL,NP,Outdoor,Atmos,pm2.5,27.0,0.0,3.0
151034,2023-04-02,01016D,MVL,NP,Outdoor,Atmos,rh,73.39999999999999,0.0,3.0
151035,2023-04-02,01016D,MVL,NP,Outdoor,Atmos,temp,40.21666666666667,0.0,3.0
151058,2023-04-02,01042D,MVL,NP,Outdoor,Atmos,pm2.5,12.2,0.0,3.0
151060,2023-04-02,01042D,MVL,NP,Outdoor,Atmos,rh,48.595000000000006,0.0,3.0
151061,2023-04-02,01042D,MVL,NP,Outdoor,Atmos,temp,37.010000000000005,0.0,3.0
151075,2023-04-02,03046D,PLN,NP,Outdoor,Atmos,pm2.5,4.239583333333333,4.0,1.0
151081,2023-04-02,03048D,PLN,NP,Outdoor,Atmos,pm2.5,17.875,0.0,0.0
151083,2023-04-02,03048D,PLN,NP,Outdoor,Atmos,rh,68.98125,0.0,0.0
151084,2023-04-02,03048D,PLN,NP,Outdoor,Atmos,temp,33.91375,0.0,0.0
151089,2023-04-02,03062D,PLN,NP,Outdoor,Atmos,pm2.5,17.875,0.0,0.0
151091,2023-04-02,03062D,PLN,NP,Outdoor,Atmos,temp,33.22083333333334,0.0,0.0
151096,2023-04-02,03078D,PLN,NP,Outdoor,Atmos,pm2.5,11.458333333333334,0.0,0.0
151098,2023-04-02,03078D,PLN,NP,Outdoor,Atmos,temp,32.01583333333333,0.0,0.0
151103,2023-04-02,04012D,NNG,NP,Outdoor,Atmos,pm2.5,18.520833333333332,0.0,0.0
151105,2023-04-02,04012D,NNG,NP,Outdoor,Atmos,rh,70.89791666666667,0.0,0.0
151106,2023-04-02,04012D,NNG,NP,Outdoor,Atmos,temp,32.79416666666667,0.0,0.0
151112,2023-04-02,04016D,NNG,NP,Outdoor,Atmos,pm2.5,10.5,0.0,1.0
151115,2023-04-02,04016D,NNG,NP,Outdoor,Atmos,rh,78.75,0.0,1.0
151116,2023-04-02,04016D,NNG,NP,Outdoor,Atmos,temp,30.25,0.0,1.0
151122,2023-04-02,04026D,NNG,NP,Outdoor,Atmos,pm2.5,18.4,0.0,3.0
151124,2023-04-02,04026D,NNG,NP,Outdoor,Atmos,rh,72.21000000000001,0.0,3.0
151125,2023-04-02,04026D,NNG,NP,Outdoor,Atmos,temp,33.0285,0.0,3.0
151130,2023-04-02,04043D,NNG,NP,Outdoor,Atmos,pm2.5,12.145833333333334,0.0,0.0
151132,2023-04-02,04043D,NNG,NP,Outdoor,Atmos,rh,73.93125,0.0,0.0
151133,2023-04-02,04043D,NNG,NP,Outdoor,Atmos,temp,31.820833333333336,0.0,0.0
151138,2023-04-02,04050D,NNG,NP,Outdoor,Atmos,pm2.5,16.5,0.0,0.0
151140,2023-04-02,04050D,NNG,NP,Outdoor,Atmos,temp,32.9375,0.0,0.0
151143,2023-04-02,04051D,NNG,NP,Outdoor,Atmos,rh,65.46304347826087,0.0,2.0
151144,2023-04-02,04051D,NNG,NP,Outdoor,Atmos,temp,33.517391304347825,0.0,2.0
151149,2023-04-02,04056D,NNG,NP,Outdoor,Atmos,pm2.5,13.958333333333334,0.0,0.0
151151,2023-04-02,04056D,NNG,NP,Outdoor,Atmos,rh,68.59791666666668,0.0,0.0
151152,2023-04-02,04056D,NNG,NP,Outdoor,Atmos,temp,33.479375,0.0,0.0
151157,2023-04-02,04070D,NNG,NP,Outdoor,Atmos,pm2.5,14.02,0.0,1.0
151159,2023-04-02,04070D,NNG,NP,Outdoor,Atmos,rh,67.979,0.0,1.0
151160,2023-04-02,04070D,NNG,NP,Outdoor,Atmos,temp,33.42080000000001,0.0,1.0
151163,2023-04-02,05003D,KLK,NP,Outdoor,Atmos,rh,62.09583333333334,0.0,1.0
151164,2023-04-02,05003D,KLK,NP,Outdoor,Atmos,temp,33.927083333333336,0.0,1.0
151169,2023-04-02,05005D,KLK,NP,Outdoor,Atmos,pm2.5,12.9375,0.0,0.0
151171,2023-04-02,05005D,KLK,NP,Outdoor,Atmos,rh,63.62083333333334,0.0,0.0
151172,2023-04-02,05005D,KLK,NP,Outdoor,Atmos,temp,34.920833333333334,0.0,0.0
151175,2023-04-02,05011D,KLK,NP,Outdoor,Atmos,temp,32.99375,0.0,0.0
151180,2023-04-02,05019D,KLK,NP,Outdoor,Atmos,pm2.5,7.166666666666667,2.0,0.0
151182,2023-04-02,05019D,KLK,NP,Outdoor,Atmos,rh,61.56666666666667,0.0,0.0
151183,2023-04-02,05019D,KLK,NP,Outdoor,Atmos,temp,34.27291666666667,0.0,0.0
151188,2023-04-02,05024D,KLK,NP,Outdoor,Atmos,pm2.5,22.0,0.0,0.0
151190,2023-04-02,05024D,KLK,NP,Outdoor,Atmos,rh,67.61875,0.0,0.0
151191,2023-04-02,05024D,KLK,NP,Outdoor,Atmos,temp,33.70166666666667,0.0,0.0
151195,2023-04-02,05041D,KLK,NP,Outdoor,Atmos,rh,65.28,0.0,1.0
151196,2023-04-02,05041D,KLK,NP,Outdoor,Atmos,temp,34.194,0.0,1.0
151199,2023-04-02,05043D,KLK,NP,Outdoor,Atmos,rh,72.855,0.0,0.0
151200,2023-04-02,05043D,KLK,NP,Outdoor,Atmos,temp,33.733958333333334,0.0,0.0
151203,2023-04-02,05053D,KLK,NP,Outdoor,Atmos,temp,34.16795454545455,0.0,1.0
151208,2023-04-02,05057D,KLK,NP,Outdoor,Atmos,pm2.5,14.625,0.0,0.0
151210,2023-04-02,05057D,KLK,NP,Outdoor,Atmos,temp,33.638333333333335,0.0,0.0
151244,2023-04-03,01042D,MVL,NP,Outdoor,Atmos,pm2.5,17.75,0.0,2.0
151247,2023-04-03,01042D,MVL,NP,Outdoor,Atmos,rh,49.675,0.0,2.0
151248,2023-04-03,01042D,MVL,NP,Outdoor,Atmos,temp,36.95,0.0,2.0
151253,2023-04-03,03001D,PLN,NP,Outdoor,Atmos,pm2.5,11.625,0.0,0.0
151255,2023-04-03,03001D,PLN,NP,Outdoor,Atmos,rh,74.0625,0.0,0.0
151256,2023-04-03,03001D,PLN,NP,Outdoor,Atmos,temp,32.61666666666667,0.0,0.0
151261,2023-04-03,03040D,PLN,NP,Outdoor,Atmos,pm2.5,18.166666666666668,0.0,1.0
